Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA
2016-12-28,2016,12,28,Wednesday,52,2016-52,162.02,162.85,160.55,161.01,1281000,142.53,-0.006417717175400295,142.55214285714285,135.2484
2016-12-29,2016,12,29,Thursday,52,2016-52,160.65,161.44,160.65,161.13,858200,142.64,0.0007452106486010024,142.77642857142857,135.46939999999998
2016-12-30,2016,12,30,Friday,52,2016-52,160.89,160.99,159.67,160.11,1472300,141.74,-0.006330268987490673,142.80285714285714,135.6664
2017-01-03,2017,1,3,Tuesday,01,2017-01,160.65,160.99,158.51,159.73,2099000,141.4,-0.002373511495441405,142.76500000000001,135.84619999999998
2017-01-04,2017,1,4,Wednesday,01,2017-01,159.8,160.49,158.94,159.76,2163600,141.43,0.00018787657598884344,142.76500000000001,136.0454
2017-01-05,2017,1,5,Thursday,01,2017-01,160.95,163.35,160.63,162.91,2880900,144.21,0.019717077146448103,143.01285714285714,136.24460000000002
2017-01-06,2017,1,6,Friday,01,2017-01,162.67,162.95,161.13,162.83,2167000,144.14,-0.0004913656558260815,143.18428571428572,136.4624
2017-01-09,2017,1,9,Monday,02,2017-02,162.33,162.48,160.72,160.97,2318300,142.5,-0.01142235178370643,143.22,136.64759999999998
2017-01-10,2017,1,10,Tuesday,02,2017-02,160.58,162.41,160.51,161.66,1477900,143.11,0.004286052051985179,143.10642857142858,136.847
2017-01-11,2017,1,11,Wednesday,02,2017-02,161.47,162.38,160.35,161.54,1378300,143.0,-0.0007421079063281155,142.95928571428573,137.0636
2017-01-12,2017,1,12,Thursday,02,2017-02,161.35,161.96,160.67,161.87,1296900,143.29,0.002042845877975541,142.885,137.3194
2017-01-13,2017,1,13,Friday,02,2017-02,161.99,162.13,161.35,161.86,1250100,143.28,-6.165559652326902e-05,142.87142857142857,137.5964
2017-01-17,2017,1,17,Tuesday,03,2017-03,161.85,164.25,161.67,163.81,2430500,145.01,0.012047437056297294,142.98071428571427,137.907
2017-01-18,2017,1,18,Wednesday,03,2017-03,163.65,164.38,162.59,164.27,1834700,145.42,0.0028082507096125475,143.12142857142857,138.258
2017-01-19,2017,1,19,Thursday,03,2017-03,164.18,164.8,163.56,163.7,1980400,144.91,-0.0034700532931770667,143.29142857142858,138.6378
2017-01-20,2017,1,20,Friday,03,2017-03,164.39,164.77,163.23,164.24,1897100,145.39,0.0032986056817896348,143.48785714285714,139.0042
2017-01-23,2017,1,23,Monday,04,2017-04,164.05,164.35,162.17,163.01,1421600,144.3,-0.007489108840231906,143.67071428571427,139.3038
2017-01-24,2017,1,24,Tuesday,04,2017-04,163.23,163.82,162.96,163.67,1347400,144.89,0.004048847992246252,143.92,139.6028
2017-01-25,2017,1,25,Wednesday,04,2017-04,164.2,164.75,163.9,164.14,1299200,145.3,0.0028715256104046016,144.19642857142858,139.9116
2017-01-26,2017,1,26,Thursday,04,2017-04,164.34,164.44,163.4,164.07,1180000,145.24,-0.0004260405833846903,144.27,140.172
2017-01-27,2017,1,27,Friday,04,2017-04,164.56,164.58,160.71,162.06,2341100,143.46,-0.01225118217031862,144.22142857142856,140.35
2017-01-30,2017,1,30,Monday,05,2017-05,162.03,163.29,160.6,163.25,2149800,144.52,0.007343092569510157,144.3657142857143,140.5644
2017-01-31,2017,1,31,Tuesday,05,2017-05,162.49,164.0,162.35,163.95,1796600,145.13,0.004287749384010109,144.51000000000002,140.77339999999998
2017-02-01,2017,2,1,Wednesday,05,2017-05,163.84,163.95,161.81,161.86,2219700,143.28,-0.012747560990354345,144.53,140.96200000000002
2017-02-02,2017,2,2,Thursday,05,2017-05,166.84,168.88,166.16,168.15,5816300,148.85,0.03886075582707926,144.92714285714285,141.277
2017-02-03,2017,2,3,Friday,05,2017-05,167.72,168.84,167.15,168.32,3227700,149.0,0.0010110494802264558,145.3357142857143,141.5806
2017-02-06,2017,2,6,Monday,06,2017-06,168.18,168.18,166.71,167.03,2172800,147.86,-0.007664254020425698,145.53928571428574,141.8348
2017-02-07,2017,2,7,Tuesday,06,2017-06,167.53,168.08,166.53,167.52,2732600,148.3,0.0029339857842398676,145.745,142.11679999999998
2017-02-08,2017,2,8,Wednesday,06,2017-06,167.5,168.57,167.5,168.42,2089900,149.49,0.008080227504567938,146.07214285714286,142.4176
2017-02-09,2017,2,9,Thursday,06,2017-06,168.45,171.42,168.17,170.96,2606900,151.75,0.015081261557521985,146.52642857142857,142.77480000000003
2017-02-10,2017,2,10,Friday,06,2017-06,171.65,172.27,170.27,172.0,2070000,152.67,0.006083392115290742,147.12428571428572,143.14620000000002
2017-02-13,2017,2,13,Monday,07,2017-07,172.49,172.49,170.78,171.96,2272200,152.64,-0.0002327732782273495,147.67785714285714,143.54139999999998
2017-02-14,2017,2,14,Tuesday,07,2017-07,171.66,173.64,171.55,173.63,2244700,154.12,0.009711774782155347,148.30785714285713,143.9372
2017-02-15,2017,2,15,Wednesday,07,2017-07,173.18,175.0,173.06,175.0,2346500,155.33,0.007890487604134577,149.02857142857144,144.351
2017-02-16,2017,2,16,Thursday,07,2017-07,175.1,175.83,174.51,175.75,2206500,156.0,0.004285675413820522,149.92428571428573,144.784
2017-02-17,2017,2,17,Friday,07,2017-07,175.47,176.5,174.48,175.86,2424400,156.1,0.0006257099391828724,150.75142857142856,145.23239999999998
2017-02-21,2017,2,21,Tuesday,08,2017-08,176.55,177.0,176.0,176.94,2317000,157.06,0.0061412608269963975,151.60357142857143,145.64980000000003
2017-02-22,2017,2,22,Wednesday,08,2017-08,177.07,177.09,175.07,176.51,1815200,156.67,-0.0024304346850311243,152.56,145.9932
2017-02-23,2017,2,23,Thursday,08,2017-08,176.52,177.04,175.21,175.85,2599900,156.09,-0.003738875530505892,153.07714285714286,146.2876
2017-02-24,2017,2,24,Friday,08,2017-08,175.22,177.71,175.12,177.56,1684300,157.61,0.00972422339798329,153.69214285714287,146.6012
2017-02-27,2017,2,27,Monday,09,2017-09,177.33,177.85,176.55,177.62,2340400,157.66,0.0003377908690160858,154.39214285714283,146.9258
2017-02-28,2017,2,28,Tuesday,09,2017-09,176.95,177.87,175.48,177.18,2992100,157.27,-0.002477361184975546,155.03285714285715,147.25639999999999
2017-03-01,2017,3,1,Wednesday,09,2017-09,177.37,178.71,177.22,177.86,2352300,157.87,0.0038383516539810536,155.6314285714286,147.579
2017-03-02,2017,3,2,Thursday,09,2017-09,177.5,178.25,176.51,177.98,3190300,157.98,0.000674248808442135,156.07642857142858,147.89860000000002
2017-03-03,2017,3,3,Friday,09,2017-09,170.7,171.89,169.9,170.26,10396500,151.13,-0.043375327974980005,155.96642857142857,148.0272
2017-03-06,2017,3,6,Monday,10,2017-10,169.41,170.33,166.11,166.73,5793600,147.99,-0.02073316776766121,155.6342857142857,148.0858
2017-03-07,2017,3,7,Tuesday,10,2017-10,166.54,168.62,166.54,167.0,2811900,148.23,0.0016194651733534293,155.21357142857144,148.1638
2017-03-08,2017,3,8,Wednesday,10,2017-10,167.0,167.41,166.16,166.24,2375900,147.56,-0.0045509907368176394,154.6585714285714,148.2456
2017-03-09,2017,3,9,Thursday,10,2017-10,166.4,166.79,165.12,165.77,1993700,147.14,-0.0028272941168684396,154.0257142857143,148.3188
2017-03-10,2017,3,10,Friday,10,2017-10,166.49,166.5,164.98,165.37,2164200,146.79,-0.0024131404258990186,153.3607142857143,148.38559999999998
2017-03-13,2017,3,13,Monday,11,2017-11,164.85,165.11,164.3,164.55,2127700,146.06,-0.004958228713671464,152.57500000000002,148.4562
2017-03-14,2017,3,14,Tuesday,11,2017-11,164.21,165.32,164.1,165.24,1974400,146.67,0.004193137345750442,151.8607142857143,148.5368
2017-03-15,2017,3,15,Wednesday,11,2017-11,165.57,166.54,164.83,166.54,2079700,147.82,0.007867288736841394,151.26999999999998,148.6584
2017-03-16,2017,3,16,Thursday,11,2017-11,166.78,167.67,166.26,167.06,2726600,148.29,0.003122681368826985,150.6042857142857,148.7962
2017-03-17,2017,3,17,Friday,11,2017-11,168.06,168.35,167.07,167.81,3976000,148.95,0.004489364154236286,149.98214285714286,148.9466
2017-03-20,2017,3,20,Monday,12,2017-12,167.76,168.29,166.8,167.44,1603300,148.62,-0.0022051468861801204,149.3642857142857,149.0348
2017-03-21,2017,3,21,Tuesday,12,2017-12,167.51,168.8,166.65,166.78,2241900,148.04,-0.003941712793457008,148.66214285714287,149.1128
2017-03-22,2017,3,22,Wednesday,12,2017-12,167.32,167.97,167.04,167.68,1534200,148.84,0.005396427401173076,148.0092857142857,149.2396
2017-03-23,2017,3,23,Thursday,12,2017-12,168.0,168.42,166.43,166.9,1430500,148.14,-0.004651766469717877,147.79571428571427,149.34019999999998
2017-03-24,2017,3,24,Friday,12,2017-12,167.37,167.46,165.66,166.02,1410400,147.36,-0.005272964546487402,147.75071428571428,149.4274
2017-03-27,2017,3,27,Monday,13,2017-13,165.53,166.32,165.32,166.15,1212300,147.48,0.0007833228545133242,147.69714285714284,149.5112
2017-03-28,2017,3,28,Tuesday,13,2017-13,166.11,167.05,165.15,166.77,1446400,148.03,0.0037315544594744843,147.7307142857143,149.6062
2017-03-29,2017,3,29,Wednesday,13,2017-13,166.28,167.48,166.15,167.43,1216700,148.61,0.003957961107313723,147.83571428571426,149.6782
2017-03-30,2017,3,30,Thursday,13,2017-13,167.3,168.18,166.76,167.89,1034000,149.02,0.0027469289305808164,147.99500000000003,149.7502
2017-03-31,2017,3,31,Friday,13,2017-13,167.59,168.17,167.13,167.69,1720300,148.85,-0.0011912321870650722,148.1942857142857,149.829
2017-04-03,2017,4,3,Monday,14,2017-14,167.74,168.3,166.4,166.7,1547900,147.97,-0.0059036011680084766,148.28714285714287,149.8806
2017-04-04,2017,4,4,Tuesday,14,2017-14,166.6,167.32,166.11,167.25,1322400,148.45,0.003299427789813514,148.33214285714283,149.9636
2017-04-05,2017,4,5,Wednesday,14,2017-14,167.29,168.4,166.72,167.0,1715200,148.23,-0.0014947892057368684,148.3278571428571,150.0304
2017-04-06,2017,4,6,Thursday,14,2017-14,169.68,172.11,169.31,170.02,3313800,150.91,0.018083628456502687,148.46785714285716,150.14260000000002
2017-04-07,2017,4,7,Friday,14,2017-14,169.7,171.0,169.43,170.62,1510000,151.45,0.003529127587405867,148.67000000000002,150.2668
2017-04-10,2017,4,10,Monday,15,2017-15,170.2,171.57,169.85,171.22,2002300,151.98,0.003516515137730103,148.95142857142858,150.4372
2017-04-11,2017,4,11,Tuesday,15,2017-15,170.79,171.44,169.63,170.63,1191400,151.45,-0.003445859662217221,149.13785714285714,150.5758
2017-04-12,2017,4,12,Wednesday,15,2017-15,171.43,171.45,169.69,170.17,1422300,151.05,-0.002695917728316344,149.3457142857143,150.6942
2017-04-13,2017,4,13,Thursday,15,2017-15,170.05,170.62,168.8,168.84,1422500,149.87,-0.007815444587320974,149.525,150.826
2017-04-17,2017,4,17,Monday,16,2017-16,168.77,169.75,168.71,169.7,1504100,150.63,0.005093455013142512,149.75,150.8616
2017-04-18,2017,4,18,Tuesday,16,2017-16,170.05,170.32,169.47,170.13,1542700,151.01,0.0025338216002390723,149.96285714285713,150.9018
2017-04-19,2017,4,19,Wednesday,16,2017-16,170.88,170.93,169.82,170.06,1441300,150.95,-0.0004116539079890291,150.12999999999997,150.96359999999999
2017-04-20,2017,4,20,Thursday,16,2017-16,170.33,171.18,169.95,170.15,1933600,151.03,0.0005291840184606933,150.27357142857142,151.0182
2017-04-21,2017,4,21,Friday,16,2017-16,171.52,171.88,170.64,170.77,2257900,151.58,0.0036441343066919707,150.46857142857144,151.06
2017-04-24,2017,4,24,Monday,17,2017-17,172.0,172.61,171.33,172.33,1906900,152.96,0.009134988669598165,150.82500000000002,151.0842
2017-04-25,2017,4,25,Tuesday,17,2017-17,172.91,173.04,172.29,172.68,1503000,153.27,0.0020307963209447166,151.1692857142857,151.09619999999998
2017-04-26,2017,4,26,Wednesday,17,2017-17,178.05,178.27,175.42,176.8,4591300,156.93,0.02385953923132078,151.7907142857143,151.18200000000002
2017-04-27,2017,4,27,Thursday,17,2017-17,177.32,177.79,176.42,177.45,2148700,157.51,0.0036762496711122417,152.26214285714286,151.24980000000002
2017-04-28,2017,4,28,Friday,17,2017-17,178.07,178.07,176.93,177.52,2364500,157.57,0.00039467278922922233,152.6992857142857,151.2946
2017-05-01,2017,5,1,Monday,18,2017-18,178.5,178.5,177.33,177.86,3328000,157.87,0.0019154511347401204,153.11999999999998,151.332
2017-05-02,2017,5,2,Tuesday,18,2017-18,178.72,178.94,177.94,178.59,2505300,158.52,0.004104064349780501,153.625,151.3804
2017-05-03,2017,5,3,Wednesday,18,2017-18,178.74,180.46,178.7,179.82,2900500,159.61,0.00688751944283017,154.23642857142858,151.4314
2017-05-04,2017,5,4,Thursday,18,2017-18,180.05,183.18,180.0,182.45,3762200,161.95,0.014625618430904375,155.0992857142857,151.53699999999998
2017-05-05,2017,5,5,Friday,18,2017-18,182.77,182.92,179.76,180.2,3713600,159.95,-0.01233231822651748,155.76500000000001,151.6142
2017-05-08,2017,5,8,Monday,19,2017-19,174.66,174.7,171.6,172.64,3538000,159.43,-0.003233214843176846,156.36642857142857,151.6506
2017-05-09,2017,5,9,Tuesday,19,2017-19,173.61,173.92,172.31,172.68,2662100,159.47,0.0002318981171940404,156.975,151.6868
2017-05-10,2017,5,10,Wednesday,19,2017-19,172.03,172.09,170.66,171.35,2554500,158.7,-0.004820601939895197,157.52285714285716,151.71540000000002
2017-05-11,2017,5,11,Thursday,19,2017-19,170.78,171.55,170.1,171.26,2106000,158.62,-0.0005253544580181568,158.0257142857143,151.7304
2017-05-12,2017,5,12,Friday,19,2017-19,171.29,171.85,170.32,170.88,1586800,158.27,-0.002219019227555852,158.405,151.7362
2017-05-15,2017,5,15,Monday,20,2017-20,170.3,171.98,170.3,171.57,1733600,158.9,0.004037864780266576,158.80714285714288,151.8916
2017-05-16,2017,5,16,Tuesday,20,2017-20,171.96,171.96,170.63,171.0,1129200,158.38,-0.0033220833560992924,158.91071428571428,152.0994
2017-05-17,2017,5,17,Wednesday,20,2017-20,170.66,171.5,169.06,169.15,2201400,156.66,-0.01081859549792663,158.85,152.268
2017-05-18,2017,5,18,Thursday,20,2017-20,170.08,171.02,169.69,170.72,1589700,158.12,0.00928181881845247,158.8892857142857,152.4792
2017-05-19,2017,5,19,Friday,20,2017-20,171.35,172.43,170.81,171.64,1871800,158.97,0.0053889278868766155,158.96785714285716,152.7158
2017-05-22,2017,5,22,Monday,21,2017-21,172.24,173.24,171.63,172.4,1594100,159.67,0.004427732237814563,159.04999999999998,152.9734
2017-05-23,2017,5,23,Tuesday,21,2017-21,172.97,173.54,172.32,172.47,1788000,159.74,0.00040595053920799984,159.05928571428572,153.247
2017-05-24,2017,5,24,Wednesday,21,2017-21,172.95,173.13,171.8,173.01,1420800,160.24,0.003130989054195288,158.93714285714285,153.5184
2017-05-25,2017,5,25,Thursday,21,2017-21,173.47,175.05,173.3,174.73,2726900,161.83,0.009941575153070703,159.0714285714286,153.7986
2017-05-26,2017,5,26,Friday,21,2017-21,180.25,180.34,177.52,177.86,4471300,164.73,0.017913294990624884,159.45000000000002,154.1274
2017-05-30,2017,5,30,Tuesday,22,2017-22,177.68,179.39,177.5,178.92,2086300,165.71,0.005959851934161486,159.8957142857143,154.4626
2017-05-31,2017,5,31,Wednesday,22,2017-22,179.24,180.47,178.78,180.43,2456200,167.11,0.008439441370546197,160.49642857142857,154.8324
2017-06-01,2017,6,1,Thursday,22,2017-22,180.81,181.1,179.86,180.63,2028300,167.3,0.001108683083187234,161.11642857142857,155.2176
2017-06-02,2017,6,2,Friday,22,2017-22,180.58,181.25,179.87,180.97,2239900,167.61,0.0018822726346545693,161.78357142857143,155.593
2017-06-05,2017,6,5,Monday,23,2017-23,181.1,182.21,180.6,182.08,1561100,168.64,0.006133272568983772,162.4792857142857,156.00300000000001
2017-06-06,2017,6,6,Tuesday,23,2017-23,181.7,182.72,181.01,181.45,2248900,168.05,-0.0034597727337298823,163.17,156.4168
2017-06-07,2017,6,7,Wednesday,23,2017-23,181.44,182.24,181.14,182.2,1246200,168.75,0.004133327340766879,164.0335714285714,156.84220000000002
2017-06-08,2017,6,8,Thursday,23,2017-23,181.92,182.5,180.84,181.41,1823600,168.02,-0.004335678778005669,164.7407142857143,157.242
2017-06-09,2017,6,9,Friday,23,2017-23,181.71,181.93,179.92,180.38,2167600,167.06,-0.005677663844484426,165.31857142857143,157.611
2017-06-12,2017,6,12,Monday,24,2017-24,179.58,180.87,178.79,179.64,2395200,166.38,-0.004102769817168284,165.79785714285714,157.9582
2017-06-13,2017,6,13,Tuesday,24,2017-24,179.9,180.79,179.03,180.51,1745400,167.18,0.004843182378662991,166.32928571428573,158.32479999999998
2017-06-14,2017,6,14,Wednesday,24,2017-24,180.83,181.96,180.23,181.67,1440400,168.26,0.006425995679312679,166.90214285714288,158.73059999999998
2017-06-15,2017,6,15,Thursday,24,2017-24,180.39,181.33,178.37,180.06,1753800,166.77,-0.008862068249406385,167.25499999999997,159.097
2017-06-16,2017,6,16,Friday,24,2017-24,170.4,170.6,165.0,167.11,24233000,154.77,-0.07192059857584332,166.54357142857143,159.2278
2017-06-19,2017,6,19,Monday,25,2017-25,167.05,167.38,162.39,164.34,13809100,152.21,-0.016575481096514078,165.57928571428573,159.25379999999998
2017-06-20,2017,6,20,Tuesday,25,2017-25,165.5,165.5,162.43,162.9,7337600,150.87,-0.008762613650421414,164.41928571428573,159.2422
2017-06-21,2017,6,21,Wednesday,25,2017-25,163.49,163.77,162.75,163.15,3421700,151.11,0.0015347353853243373,163.26285714285714,159.22480000000002
2017-06-22,2017,6,22,Thursday,25,2017-25,163.17,163.3,159.01,159.79,8043100,147.99,-0.02059462945753221,161.86142857142858,159.15560000000002
2017-06-23,2017,6,23,Friday,25,2017-25,159.4,159.8,156.56,157.13,9506700,145.53,-0.01664668679329162,160.21071428571426,159.0452
2017-06-26,2017,6,26,Monday,26,2017-26,158.15,160.99,158.1,160.2,6473900,148.37,0.01953777688678926,158.80500000000004,159.0152
2017-06-27,2017,6,27,Tuesday,26,2017-26,160.66,161.55,159.2,159.26,5533800,147.5,-0.005867657060044218,157.2871428571429,158.9526
2017-06-28,2017,6,28,Wednesday,26,2017-26,159.59,160.5,159.5,160.17,3234400,148.35,0.005714015569026953,155.88214285714284,158.8994
2017-06-29,2017,6,29,Thursday,26,2017-26,160.21,160.47,157.8,158.68,3664200,146.97,-0.009302825048320806,154.44714285714286,158.81980000000001
2017-06-30,2017,6,30,Friday,26,2017-26,159.6,160.54,158.79,159.93,4755100,148.12,0.007877755098841366,153.14285714285714,158.76160000000002
2017-07-03,2017,7,3,Monday,27,2017-27,160.21,160.53,158.69,158.82,1994300,147.1,-0.0069404598088103064,151.70857142857145,158.672
2017-07-05,2017,7,5,Wednesday,27,2017-27,158.93,159.5,157.86,158.02,3770400,146.35,-0.005037317226089688,150.14357142857142,158.53979999999999
2017-07-06,2017,7,6,Thursday,27,2017-27,161.11,161.35,157.05,157.09,6963400,145.49,-0.005885528549677166,148.62357142857144,158.3842
2017-07-07,2017,7,7,Friday,27,2017-27,157.36,157.55,154.09,154.11,7688400,142.73,-0.018969923674161393,147.76357142857142,158.1002
2017-07-10,2017,7,10,Monday,28,2017-28,153.51,153.6,150.96,151.0,8999800,139.85,-0.02018074948883719,146.88071428571428,157.74699999999999
2017-07-11,2017,7,11,Tuesday,28,2017-28,151.45,153.09,150.93,151.11,6275600,139.95,0.0007290471499952211,146.1007142857143,157.3946
2017-07-12,2017,7,12,Wednesday,28,2017-28,151.46,152.9,151.42,151.75,5112200,140.55,0.004235248967790151,145.34642857142856,157.0482
2017-07-13,2017,7,13,Thursday,28,2017-28,153.23,153.93,152.62,153.6,5673500,142.26,0.012190969931763496,144.93714285714285,156.72299999999998
2017-07-14,2017,7,14,Friday,28,2017-28,154.26,154.27,152.9,153.0,4368400,141.71,-0.0039060597824396304,144.6642857142857,156.365
2017-07-17,2017,7,17,Monday,29,2017-29,153.0,153.44,152.52,152.84,3096500,141.56,-0.0010457866545692251,144.17785714285714,155.9572
2017-07-18,2017,7,18,Tuesday,29,2017-29,152.61,152.84,150.94,151.5,3256900,140.32,-0.008767416719727583,143.665,155.5646
2017-07-19,2017,7,19,Wednesday,29,2017-29,151.81,152.16,150.9,151.24,4100000,140.08,-0.00171622928483961,143.0742857142857,155.1776
2017-07-20,2017,7,20,Thursday,29,2017-29,151.47,152.19,150.88,150.99,3207400,139.84,-0.0016530574918689478,142.565,154.785
2017-07-21,2017,7,21,Friday,29,2017-29,150.94,151.23,150.0,150.44,4078000,139.33,-0.0036426390409201037,141.93714285714285,154.3976
2017-07-24,2017,7,24,Monday,30,2017-30,150.45,151.47,150.11,151.0,3655600,139.85,0.0037221017587665273,141.41928571428573,154.0222
2017-07-25,2017,7,25,Tuesday,30,2017-30,151.41,153.7,151.4,153.17,4605700,141.86,0.014371241021111203,141.09857142857143,153.69400000000002
2017-07-26,2017,7,26,Wednesday,30,2017-30,153.41,153.5,151.55,152.09,3017200,140.86,-0.007051011357727899,140.76785714285714,153.3332
2017-07-27,2017,7,27,Thursday,30,2017-30,152.01,152.99,151.44,152.52,3637900,141.26,0.00282747689662588,140.66285714285715,152.9908
2017-07-28,2017,7,28,Friday,30,2017-30,152.67,153.3,152.11,152.89,2779500,141.6,0.0024257765520292462,140.78785714285715,152.6896
2017-07-31,2017,7,31,Monday,31,2017-31,153.08,158.66,153.03,158.51,6937100,146.81,0.03675871980410572,141.27785714285713,152.4634
2017-08-01,2017,8,1,Tuesday,31,2017-31,159.1,159.97,157.91,159.72,4787500,147.93,0.007633426723967718,141.805,152.2426
2017-08-02,2017,8,2,Wednesday,31,2017-31,159.13,161.55,158.44,161.28,5486300,149.37,0.009766904092440853,142.31285714285715,152.0366
2017-08-03,2017,8,3,Thursday,31,2017-31,161.61,162.35,157.06,157.91,5562600,146.25,-0.020895122319463777,142.63714285714286,151.7668
2017-08-04,2017,8,4,Friday,31,2017-31,158.34,158.44,155.83,156.44,3117900,144.89,-0.009308994559728667,142.875,151.4598
2017-08-07,2017,8,7,Monday,32,2017-32,156.5,157.58,155.34,156.95,2629500,145.36,0.0032598286931271314,143.235,151.1304
2017-08-08,2017,8,8,Tuesday,32,2017-32,157.1,159.44,157.03,157.75,2569200,146.1,0.005097021008140912,143.665,150.7578
2017-08-09,2017,8,9,Wednesday,32,2017-32,157.14,157.57,156.2,156.86,2157600,145.28,-0.005641715357183608,144.05357142857142,150.3492
2017-08-10,2017,8,10,Thursday,32,2017-32,156.17,157.57,155.37,156.64,2764600,145.08,-0.0014022565922654495,144.46428571428572,149.9086
2017-08-11,2017,8,11,Friday,32,2017-32,156.51,157.8,156.41,156.65,1887000,145.09,6.37376046923599e-05,144.83857142857144,149.4644
2017-08-14,2017,8,14,Monday,33,2017-33,157.59,158.2,156.54,157.91,2028400,146.25,0.008043362367152085,145.15214285714288,149.0372
2017-08-15,2017,8,15,Tuesday,33,2017-33,158.0,158.38,156.79,156.88,1869100,145.3,-0.00652302558546769,145.46928571428572,148.5704
2017-08-16,2017,8,16,Wednesday,33,2017-33,157.28,159.88,157.11,159.76,3381800,148.44,0.021614224471540266,145.98214285714286,148.1782
2017-08-17,2017,8,17,Thursday,33,2017-33,158.48,159.95,157.64,158.57,2650000,147.33,-0.007448722573169642,146.39142857142858,147.7498
2017-08-18,2017,8,18,Friday,33,2017-33,157.98,158.69,156.92,157.08,2747900,145.95,-0.009396261193835853,146.33,147.3084
2017-08-21,2017,8,21,Monday,34,2017-34,157.19,158.17,155.96,157.07,1857400,145.94,-6.3461050701763e-05,146.18785714285715,146.886
2017-08-22,2017,8,22,Tuesday,34,2017-34,157.53,159.45,157.53,158.7,2204600,147.45,0.010376906239495387,146.0507142857143,146.5074
2017-08-23,2017,8,23,Wednesday,34,2017-34,158.62,159.44,157.78,159.37,1731400,148.08,0.0042219417413640326,146.18142857142857,146.1254
2017-08-24,2017,8,24,Thursday,34,2017-34,160.0,160.66,151.09,151.33,10301700,140.61,-0.05044855086815603,145.8757142857143,145.5724
2017-08-25,2017,8,25,Friday,34,2017-34,152.37,152.94,150.06,152.45,5703500,141.65,0.007400927487123621,145.6107142857143,145.07
2017-08-28,2017,8,28,Monday,35,2017-35,151.9,153.28,151.2,152.55,3776400,141.74,0.0006562541440047198,145.29928571428573,144.8094
2017-08-29,2017,8,29,Tuesday,35,2017-35,152.38,153.99,151.46,153.56,2446200,142.68,0.006620676469502262,145.11357142857145,144.61880000000002
2017-08-30,2017,8,30,Wednesday,35,2017-35,153.71,154.74,152.88,154.44,2493500,143.5,0.005730659945087924,145.00071428571428,144.47140000000002
2017-08-31,2017,8,31,Thursday,35,2017-35,156.22,157.26,153.95,156.74,4567700,145.63,0.014892548685337959,145.0392857142857,144.36180000000002
2017-09-01,2017,9,1,Friday,35,2017-35,157.59,158.55,157.2,158.24,2833500,147.03,0.009569982580029057,145.095,144.3426
2017-09-05,2017,9,5,Tuesday,36,2017-36,157.96,159.72,157.47,159.14,3413000,147.86,0.005687476674931968,145.27785714285716,144.3892
2017-09-06,2017,9,6,Wednesday,36,2017-36,159.19,159.94,158.09,158.86,2873700,147.6,-0.0017593777237125963,145.21785714285713,144.37380000000002
2017-09-07,2017,9,7,Thursday,36,2017-36,158.97,159.6,157.57,159.28,2479300,147.99,0.0026435628180594417,145.26500000000001,144.3836
2017-09-08,2017,9,8,Friday,36,2017-36,158.37,158.5,155.03,157.31,3364600,146.16,-0.01236781851432145,145.28,144.3398
2017-09-11,2017,9,11,Monday,37,2017-37,157.89,158.0,157.06,157.36,2442500,146.21,0.000317676499674846,145.29928571428573,144.3246
2017-09-12,2017,9,12,Tuesday,37,2017-37,157.67,160.65,157.45,160.04,2988400,148.7,0.017030944576115425,145.38857142857142,144.3362
2017-09-13,2017,9,13,Wednesday,37,2017-37,160.14,163.95,160.01,162.99,4202000,151.44,0.018432842559793716,145.62857142857143,144.423
2017-09-14,2017,9,14,Thursday,37,2017-37,162.68,162.68,161.64,162.37,2493300,150.86,-0.003803707302249437,146.3607142857143,144.51319999999998
2017-09-15,2017,9,15,Friday,37,2017-37,162.24,162.67,161.7,162.3,3757800,150.8,-0.0004312716444961895,147.01428571428573,144.6194
2017-09-18,2017,9,18,Monday,38,2017-38,162.18,163.46,160.76,160.91,2047100,149.51,-0.008564294080934398,147.56928571428574,144.755
2017-09-19,2017,9,19,Tuesday,38,2017-38,160.96,161.66,159.95,161.56,1790800,150.11,0.004039645495873323,148.1,144.96020000000001
2017-09-20,2017,9,20,Wednesday,38,2017-38,161.51,163.04,161.26,162.85,2432300,151.31,0.00798437198545443,148.65785714285715,145.18740000000003
2017-09-21,2017,9,21,Thursday,38,2017-38,162.93,162.93,160.4,161.48,1738800,150.04,-0.008412339886808229,148.97285714285712,145.37720000000002
2017-09-22,2017,9,22,Friday,38,2017-38,160.9,162.0,160.37,161.29,1535900,149.86,-0.0011767700646618806,149.17499999999998,145.5292
2017-09-25,2017,9,25,Monday,39,2017-39,160.83,162.7,160.52,162.33,1799600,150.83,0.006448143805346751,149.38714285714286,145.7116
2017-09-26,2017,9,26,Tuesday,39,2017-39,162.71,164.73,162.59,164.07,2370400,152.44,0.01071868830368028,149.73285714285717,145.9292
2017-09-27,2017,9,27,Wednesday,39,2017-39,164.49,165.32,163.38,164.42,2053100,152.77,0.0021334150104774796,150.0742857142857,146.1782
2017-09-28,2017,9,28,Thursday,39,2017-39,164.47,164.95,163.54,163.9,1730200,152.29,-0.0031627461366104948,150.51214285714286,146.4224
2017-09-29,2017,9,29,Friday,39,2017-39,163.9,165.07,163.76,164.29,1852300,152.65,0.0023794102805914097,150.97214285714287,146.67860000000002
